restaurant,comment
Sizzling Pot King,"I love Taco Stand and Don Carlos but if I'm craving a carnitas burrito, this is the La Jolla spot I'm ordering from."
Sizzling Pot King,"AMAZING!! So authentic!! Carnitas plate and aguachiles are amazing, customer service is great, super nice people. Not many authentic, true quality places like this around - let's make it last!!"
Sizzling Pot King,Wow....BEST carnitas rolled tacos.  BEST crunchy tacos.  Will be back!  Plenty of outdoor tables.  Great service.  Get the cucumber lime aqua fresca.  You're welcome.
Sizzling Pot King,"Phenomenal menu.  Must stop, it's ridiculous that so many people overlook this joint.  Just do it"
Sizzling Pot King,"Friendly staff, Covid-friendly, never disappoints! I always rotate between the shrimp burrito, carne asada, and chicken quesadilla. Great variety of salsas, as well!"
Sizzling Pot King,The tacos are delicious! Fav is the gobernador taco. Fresh shrimp. Yummy spicy salsa. Steak taco is fantastic as well. Friendly service!
Sizzling Pot King,"Sadly this was no good at all. Not authentic Mexican food at all. Ordered the carne asada burrito, the menudo, the two asada tacos with rice and beans, also orders the California burrito. The California burrito was the worst. Honestly didn't taste like a California burrito and was very greasy. The menudo was ok. The asada  meat itself was bland and didn't have flavor at all. Price was average but you better off have Mexican food from Tacos gavilan or Albertos Mexican food. This small place was a disappointment especially since I read the reviews before eating here. Just giving honest opinion. I honestly don't recommend you coming here."
Sizzling Pot King,"Found this little gem with authentic Mexican food in La Jolla, found it on Yelp. Carnitas were so good reasonable prices service was good"
Sizzling Pot King,"Happened to be in the area and saw the banner saying $4.99 Tuesday special burritos-carnitas, chicken or fish.  Ordered the carnitas and it tasted great. The tortilla had a bit of a crunch to it as I think it was on the grill.  I loved it.  I would eat here again especially on a Tuesday!"
Sizzling Pot King,"so good. adobada burrito with sour cream or mar y tierra fries, extra crispy. Eat here like 2x a week at least and it hits the spot every time."
Sizzling Pot King,Placed a 125$ delivery order in LaJolla and it was picked up and never delivered. Nicholas the cashier tried to help but has no info and no manager on duty. He respectfully asked me to refer to the app I ordered it off of (which was off their website) but there is no number to call. Could only respond to their email confirmation from the original order. I understand that COVID is causing issues but businesses need managers for direction.. !!!!!UPDATE: the app replied and agreed to credit the order!!!!!!!Would not recommend other than Nicholas did the best he could...it seems. 2 1/2 hours later...ended up at  Don Carlos and they rocked it!!
Sizzling Pot King,Stopped by here last night and the carnitas were DELICIOUS! Not to mention the gentleman behind the counter provided great service. Will be coming back!!
Sizzling Pot King,"I've had a carnitas tacos and chicken burritos and it's definitely worth it! With taco stand across the street this is a worthy competitor. The tortillas they base their food off of are all extremely fresh, soft, and flavorful. Very excited to try everything else on the menu!"
Sizzling Pot King,"Best red sauce you've ever had. I order it in the large drinking cups. Chicken burrito is awesome and better than the one at the always packed ""taco shop""."
Sizzling Pot King,Really fantastic surf and turf burritos!!! Smothered in a gooey cheese sauce and really flavorful steak and shrimp. Wow. Just really impressed.
Sizzling Pot King,"Went to check the line at taco stand and thing was basically to yoga fuzn so i naturally parked at mitches and got depressed for a minute...considered going for a little sirloin wrap and maybe a little baba ganoush over at market place but was really spracked on some al pastor!! Need that spicy pig man gotta have it!! Anyway, flipped a left over that double yellow and charged down to las morelianas to see if the al pastors were breaking down there...dude at the counter said ""no man we dont have Al Pastor""....que the voices...the onslaught of my predicament staring into the deep dark abyss of my soul i told him ""ahhh man im really spracked on that Al Pastor man im on a mission"" to which he replied ""we have the adobada"" i sighed said shit or somethin like that and then he broke into his pitch, assuring me that adobada was the same thing just not cooked on the spike...he sorta hard sold me on it, i felt a little weird but just codependently said ""ill have one of those, an adobada burritto sir, thanks!"" Any way long story short got home to my thrown, un wrapped my non spike cooked pig baby, poured some green sauce on that baby (which already had my attention just based on its looks it was beautiful it was beautiful) and took a bite. SLAPAPP!!! Thing is AMAZING!. Mind blowingly good, totally the same stuff man that spicy pig that spicy pig...gunna go back fur shur, order another with double meat...no ine was there either, just me and my jarritos, no line, nada. Bless their hearts they saved my mission i was victorious."
